source_id,url,price_man_yen,layout,area_sqm,year_built,floor_number,floors_total,address,nearest_station,walk_minutes,image_count
20277732,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20277732/,2390.0,2LDK,52.89,1989,4.0,4.0,東京都足立区六月１ [ ■ 周辺環境 ],竹ノ塚駅,16.0,24
20332918,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20332918/,1580.0,1DK,29.16,1976,6.0,9.0,東京都足立区東和５ [ ■ 周辺環境 ],北綾瀬駅,12.0,31
20344616,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344616/,2380.0,2LDK,53.04,1974,3.0,8.0,東京都足立区梅田７-22-9 [ ■ 周辺環境 ],梅島駅,7.0,27
78385243,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78385243/,1700.0,2DK,40.1,1985,1.0,5.0,東京都足立区青井１-16-9 [ ■ 周辺環境 ],青井駅,10.0,11
78151350,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78151350/,1800.0,1DK,26.29,1977,5.0,5.0,東京都文京区小石川５ [ ■ 周辺環境 ],茗荷谷駅,9.0,11
20198657,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20198657/,1880.0,2LDK,51.0,1974,1.0,7.0,東京都板橋区常盤台３ [ ■ 周辺環境 ],上板橋駅,8.0,28
20293606,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20293606/,1380.0,2DK,44.36,1974,2.0,6.0,東京都葛飾区金町１ [ ■ 周辺環境 ],金町駅,9.0,14
20319433,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20319433/,2390.0,1LDK,46.0,1981,7.0,7.0,東京都葛飾区白鳥２ [ ■ 周辺環境 ],お花茶屋駅,7.0,29
20340557,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20340557/,2380.0,2LDK,61.57,1980,3.0,3.0,東京都葛飾区青戸４ [ ■ 周辺環境 ],青砥駅,9.0,28
20025032,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_20025032/,2350.0,1K,26.96,1974,4.0,7.0,東京都港区芝浦２-13-6 [ ■ 周辺環境 ],田町駅,7.0,25
78328315,https://suumo.jp/ms/chuko/tokyo/sc_nakano/nc_78328315/,1580.0,2DK,37.57,1969,4.0,4.0,東京都中野区沼袋３-23-2 [ ■ 周辺環境 ],沼袋駅,5.0,24
20139608,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20139608/,1380.0,2K,29.9,1980,4.0,4.0,東京都練馬区貫井３ [ ■ 周辺環境 ],富士見台駅,2.0,21
77672802,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_77672802/,1880.0,1LDK,38.98,1968,1.0,8.0,東京都練馬区貫井３-14-12 [ ■ 周辺環境 ],富士見台駅,2.0,22
79073711,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79073711/,1780.0,1LDK,36.4,1976,3.0,3.0,東京都練馬区谷原５ [ ■ 周辺環境 ],石神井公園駅,18.0,26
79127288,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79127288/,1780.0,1LDK,34.02,1970,2.0,7.0,東京都練馬区東大泉１ [ ■ 周辺環境 ],大泉学園駅,5.0,28
20314925,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20314925/,1880.0,1DK,32.06,1976,2.0,3.0,東京都大田区仲六郷１ [ ■ 周辺環境 ],雑色駅,5.0,27
78674406,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_78674406/,2280.0,1LDK,41.31,1972,1.0,10.0,東京都大田区千鳥１-25-5 [ ■ 周辺環境 ],千鳥町駅,3.0,10
20336454,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20336454/,2180.0,2DK,37.68,1966,4.0,4.0,東京都世田谷区若林５ [ ■ 周辺環境 ],若林駅,5.0,30
20031008,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20031008/,2400.0,3LDK,68.04,1977,12.0,14.0,東京都足立区大谷田２ [ ■ 周辺環境 ],北綾瀬駅,22.0,28
20115854,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20115854/,2590.0,1LDK,56.61,1976,3.0,11.0,東京都足立区中央本町３ [ ■ 周辺環境 ],五反野駅,11.0,25
20321207,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20321207/,2399.0,1LDK,40.03,1990,2.0,5.0,東京都足立区西綾瀬１ [ ■ 周辺環境 ],小菅駅,5.0,26
20331076,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20331076/,2398.0,2LDK,61.6,1983,4.0,8.0,東京都足立区保木間１ [ ■ 周辺環境 ],竹ノ塚駅,20.0,29
20340216,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20340216/,2400.0,3LDK,61.56,1991,7.0,10.0,東京都足立区小台１ [ ■ 周辺環境 ],足立小台駅,8.0,28
20344541,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20344541/,2680.0,1DK,37.27,1989,2.0,3.0,東京都足立区綾瀬６ [ ■ 周辺環境 ],綾瀬駅,14.0,27
78562693,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78562693/,2580.0,1LDK,59.53,1989,4.0,4.0,東京都足立区六月１-36-20 [ ■ 周辺環境 ],竹ノ塚駅,14.0,19
78773318,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78773318/,2480.0,3LDK,61.82,1977,7.0,8.0,東京都足立区中川４ [ ■ 周辺環境 ],亀有駅,14.0,23
79044265,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_79044265/,2600.0,2DK,55.17,1983,10.0,11.0,東京都足立区小台１ [ ■ 周辺環境 ],足立小台駅,4.0,30
77620806,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_77620806/,2580.0,2LDK,60.01,1974,4.0,5.0,東京都江戸川区平井３ [ ■ 周辺環境 ],平井駅,5.0,26
20177669,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20177669/,2500.0,2LDK,47.51,1967,4.0,9.0,東京都板橋区上板橋３ [ ■ 周辺環境 ],上板橋駅,2.0,17
78439456,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_78439456/,2680.0,2LDK,49.15,1982,2.0,5.0,東京都板橋区蓮根１ [ ■ 周辺環境 ],蓮根駅,10.0,28
78764378,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_78764378/,2480.0,2DK,44.73,1985,5.0,7.0,東京都葛飾区東堀切３-20-7 [ ■ 周辺環境 ],お花茶屋駅,12.0,24
78913409,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_78913409/,2399.0,1LDK,44.55,1974,4.0,6.0,東京都葛飾区金町１ [ ■ 周辺環境 ],京成金町駅,9.0,26
78293956,https://suumo.jp/ms/chuko/tokyo/sc_minato/nc_78293956/,2580.0,1DK,27.44,1977,5.0,7.0,東京都港区芝浦４ [ ■ 周辺環境 ],田町駅,9.0,22
20108833,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20108833/,2390.0,1LDK,31.08,1986,3.0,4.0,東京都練馬区北町５-12-23 [ ■ 周辺環境 ],東武練馬駅,11.0,31
77967150,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_77967150/,2450.0,1LDK,46.6,1974,3.0,7.0,東京都練馬区豊玉北３-15-3 [ ■ 周辺環境 ],桜台駅,11.0,23
78325461,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78325461/,2580.0,1LDK,39.92,1975,2.0,14.0,東京都練馬区練馬３-1-8 [ ■ 周辺環境 ],練馬駅,4.0,25
20054735,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20054735/,2580.0,1K,35.03,1971,5.0,1.0,東京都大田区北千束３-16-19 [ ■ 周辺環境 ],大岡山駅,3.0,21
20233419,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20233419/,2499.0,1LDK,33.44,1984,1.0,5.0,東京都世田谷区鎌田３ [ ■ 周辺環境 ],二子玉川駅,13.0,23
20293411,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20293411/,2499.0,1LDK,33.44,1984,1.0,5.0,東京都世田谷区鎌田３ [ ■ 周辺環境 ],二子玉川駅,13.0,27
78649899,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_78649899/,2480.0,1LDK,42.53,1973,3.0,4.0,東京都世田谷区桜丘４ [ ■ 周辺環境 ],千歳船橋駅,15.0,29
20355018,https://suumo.jp/ms/chuko/tokyo/sc_shibuya/nc_20355018/,2500.0,1DK,31.9,1977,7.0,8.0,東京都渋谷区幡ヶ谷２ [ ■ 周辺環境 ],幡ヶ谷駅,5.0,21
78309826,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_78309826/,2680.0,1DK,26.35,1979,3.0,10.0,東京都品川区西五反田２-15-2 [ ■ 周辺環境 ],五反田駅,4.0,34
20060728,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20060728/,2480.0,1LDK,36.54,1969,3.0,7.0,東京都杉並区西荻北４ [ ■ 周辺環境 ],西荻窪駅,6.0,32
20040373,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20040373/,2790.0,1LDK,37.72,2019,2.0,9.0,東京都足立区入谷２ [ ■ 周辺環境 ],舎人駅,12.0,27
20112549,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20112549/,2698.0,2LDK,60.75,1985,1.0,5.0,東京都足立区栗原４ [ ■ 周辺環境 ],西新井駅,14.0,28
20209274,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20209274/,2890.0,3LDK,60.18,1988,4.0,11.0,東京都足立区一ツ家２ [ ■ 周辺環境 ],六町駅,15.0,33
20223754,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20223754/,2780.0,2LDK,60.48,1983,9.0,11.0,東京都足立区小台１ [ ■ 周辺環境 ],足立小台駅,4.0,21
78066270,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78066270/,2699.0,2LDK,59.13,1985,4.0,6.0,東京都足立区綾瀬７ [ ■ 周辺環境 ],北綾瀬駅,10.0,24
78385251,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78385251/,2790.0,1LDK,37.72,2019,2.0,9.0,東京都足立区入谷２-23-8 [ ■ 周辺環境 ],舎人駅,12.0,16
20348479,https://suumo.jp/ms/chuko/tokyo/sc_arakawa/nc_20348479/,2888.0,3LDK,83.64,1997,6.0,14.0,東京都荒川区荒川８ [ ■ 周辺環境 ],町屋駅,13.0,32
20138462,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20138462/,2800.0,2LDK,40.5,1980,4.0,10.0,東京都板橋区大山金井町 [ ■ 周辺環境 ],大山駅,8.0,26
20354052,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20354052/,2780.0,2LDK,52.2,1984,1.0,5.0,東京都板橋区相生町7-7 [ ■ 周辺環境 ],志村三丁目駅,7.0,31
20263767,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20263767/,2780.0,3LDK,57.68,1980,7.0,7.0,東京都葛飾区柴又４ [ ■ 周辺環境 ],柴又駅,7.0,28
20264317,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20264317/,2880.0,1LDK,55.75,2008,2.0,7.0,東京都葛飾区堀切８ [ ■ 周辺環境 ],綾瀬駅,15.0,28
77633566,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_77633566/,2780.0,2DK,60.23,1988,1.0,5.0,東京都葛飾区細田３ [ ■ 周辺環境 ],京成高砂駅,10.0,23
79014745,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_79014745/,2780.0,2LDK,53.72,1981,2.0,7.0,東京都葛飾区東四つ木１-17-9 [ ■ 周辺環境 ],四ツ木駅,12.0,27
20312408,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20312408/,2799.0,1LDK,37.89,1991,3.0,5.0,東京都練馬区南田中５ [ ■ 周辺環境 ],練馬高野台駅,6.0,27
78582041,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78582041/,2780.0,1DK,39.62,1981,10.0,10.0,東京都練馬区桜台４-1-6 [ ■ 周辺環境 ],桜台駅,2.0,25
78818245,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78818245/,2880.0,3DK,53.36,1992,3.0,5.0,東京都練馬区谷原６ [ ■ 周辺環境 ],石神井公園駅,19.0,28
78958091,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78958091/,2890.0,1LDK,34.65,1991,4.0,4.0,東京都練馬区貫井２-23-3 [ ■ 周辺環境 ],中村橋駅,8.0,25
79071565,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79071565/,2799.0,1LDK,37.89,1991,3.0,5.0,東京都練馬区南田中５-3-20 [ ■ 周辺環境 ],練馬高野台駅,6.0,23
20265752,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20265752/,2680.0,1DK,36.45,1970,4.0,7.0,東京都世田谷区桜３ [ ■ 周辺環境 ],上町駅,15.0,33
20323854,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20323854/,2880.0,1LDK,57.54,1968,3.0,5.0,東京都世田谷区成城１-9-1 [ ■ 周辺環境 ],成城学園前駅,10.0,30
20211336,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20211336/,2780.0,3LDK,57.96,1971,7.0,13.0,東京都台東区寿３ [ ■ 周辺環境 ],田原町駅,2.0,28
20264245,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20264245/,2780.0,3LDK,57.96,1971,7.0,13.0,東京都台東区寿３ [ ■ 周辺環境 ],田原町駅,2.0,30
20323918,https://suumo.jp/ms/chuko/tokyo/sc_taito/nc_20323918/,2780.0,3LDK,57.96,1971,7.0,13.0,東京都台東区寿３-9-5 [ ■ 周辺環境 ],田原町駅,2.0,33
20179214,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20179214/,2980.0,3LDK,62.1,1979,1.0,6.0,東京都足立区江北４-29-12 [ ■ 周辺環境 ],江北駅,4.0,26
20193280,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20193280/,2899.0,2LDK,53.76,1996,7.0,7.0,東京都足立区鹿浜６ [ ■ 周辺環境 ],西新井大師西駅,13.0,23
20264121,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20264121/,2990.0,3LDK,63.35,1991,2.0,7.0,東京都足立区大谷田２ [ ■ 周辺環境 ],北綾瀬駅,19.0,28
20293487,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20293487/,2980.0,3LDK,65.88,1992,4.0,14.0,東京都足立区西保木間３ [ ■ 周辺環境 ],竹ノ塚駅,23.0,29
20309660,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20309660/,2898.0,2LDK,50.28,1983,2.0,4.0,東京都足立区綾瀬６ [ ■ 周辺環境 ],北綾瀬駅,10.0,28
20162796,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20162796/,2990.0,2LDK,44.55,1982,2.0,5.0,東京都板橋区高島平１ [ ■ 周辺環境 ],西台駅,5.0,23
20314852,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20314852/,2950.0,3DK,49.68,1982,3.0,5.0,東京都板橋区泉町13-14 [ ■ 周辺環境 ],本蓮沼駅,6.0,30
20324609,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20324609/,2980.0,2LDK,54.27,1978,7.0,7.0,東京都板橋区坂下１-39-14 [ ■ 周辺環境 ],蓮根駅,7.0,24
20354035,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20354035/,2990.0,2LDK,44.55,1982,2.0,5.0,東京都板橋区高島平１-28-10 [ ■ 周辺環境 ],西台駅,5.0,25
79000458,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_79000458/,2990.0,1LDK,42.49,1972,6.0,6.0,東京都板橋区上板橋２ [ ■ 周辺環境 ],上板橋駅,5.0,22
79091864,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_79091864/,2980.0,2LDK,53.31,1984,4.0,5.0,東京都板橋区若木２ [ ■ 周辺環境 ],東武練馬駅,10.0,21
20332716,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20332716/,2980.0,4LDK,75.47,1984,3.0,11.0,東京都葛飾区水元２ [ ■ 周辺環境 ],京成金町駅,37.0,29
78799669,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_78799669/,2980.0,3LDK,68.01,1984,2.0,5.0,東京都葛飾区柴又１ [ ■ 周辺環境 ],柴又駅,3.0,27
20208261,https://suumo.jp/ms/chuko/tokyo/sc_nakano/nc_20208261/,2980.0,2LDK,49.25,1981,3.0,5.0,東京都中野区鷺宮４ [ ■ 周辺環境 ],鷺ノ宮駅,6.0,25
20324134,https://suumo.jp/ms/chuko/tokyo/sc_nakano/nc_20324134/,2980.0,2LDK,49.25,1981,3.0,5.0,東京都中野区鷺宮４-44-9 [ ■ 周辺環境 ],鷺ノ宮駅,6.0,32
78565408,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78565408/,2998.0,3DK,60.34,1982,4.0,6.0,東京都練馬区豊玉北２ [ ■ 周辺環境 ],新江古田駅,5.0,28
79003014,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79003014/,2998.0,3DK,60.34,1982,4.0,6.0,東京都練馬区豊玉北２ [ ■ 周辺環境 ],新江古田駅,5.0,25
20118095,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20118095/,2980.0,2DK,36.48,1965,4.0,6.0,東京都世田谷区三宿１ [ ■ 周辺環境 ],三軒茶屋駅,10.0,16
77527098,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_77527098/,2980.0,2K,39.63,1976,2.0,6.0,東京都品川区南品川４-5-29 [ ■ 周辺環境 ],新馬場駅,6.0,25
20298152,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20298152/,2999.0,1LDK,33.48,1972,4.0,1.0,東京都新宿区上落合２ [ ■ 周辺環境 ],中井駅,4.0,24
78658957,https://suumo.jp/ms/chuko/tokyo/sc_sumida/nc_78658957/,2980.0,2DK,42.48,1993,1.0,10.0,東京都墨田区墨田１-１５－１５ [ ■ 周辺環境 ],東向島駅,4.0,23
20104371,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20104371/,2980.0,1K,24.33,1992,6.0,8.0,東京都豊島区東池袋２-6-6 [ ■ 周辺環境 ],向原駅,3.0,11
20324105,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_20324105/,2898.0,1DK,32.16,1977,5.0,6.0,東京都豊島区北大塚３-27 [ ■ 周辺環境 ],大塚駅,6.0,33
20016965,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20016965/,3180.0,1LDK,45.0,1975,7.0,9.0,東京都足立区千住曙町 [ ■ 周辺環境 ],京成関屋駅,1.0,22
20031019,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20031019/,3190.0,1LDK,45.68,2018,8.0,11.0,東京都足立区谷在家１ [ ■ 周辺環境 ],谷在家駅,4.0,28
20115178,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20115178/,2999.0,3LDK,60.16,1978,3.0,13.0,東京都足立区中央本町１ [ ■ 周辺環境 ],梅島駅,10.0,28
78322402,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_78322402/,3180.0,3LDK,58.82,1997,4.0,11.0,東京都足立区西新井２ [ ■ 周辺環境 ],大師前駅,13.0,27
79077041,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_79077041/,3180.0,2LDK,60.62,1983,2.0,5.0,東京都足立区東和５ [ ■ 周辺環境 ],北綾瀬駅,9.0,15
20153472,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_20153472/,3080.0,3LDK,67.15,1983,2.0,9.0,東京都江戸川区松島１ [ ■ 周辺環境 ],新小岩駅,23.0,22
20215001,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20215001/,3180.0,4DK,72.66,1981,4.0,4.0,東京都板橋区高島平１ [ ■ 周辺環境 ],西台駅,6.0,22
20355293,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20355293/,2999.0,2LDK,49.52,1978,2.0,9.0,東京都板橋区蓮根３-14-25 [ ■ 周辺環境 ],蓮根駅,6.0,32
20157549,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20157549/,3180.0,3LDK,56.65,1984,5.0,7.0,東京都葛飾区堀切８ [ ■ 周辺環境 ],綾瀬駅,14.0,23
20341357,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20341357/,3000.0,1LDK,46.43,1975,8.0,8.0,東京都葛飾区東新小岩３ [ ■ 周辺環境 ],新小岩駅,10.0,28
78616145,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_78616145/,3180.0,1DK,36.69,1983,2.0,10.0,東京都北区王子１ [ ■ 周辺環境 ],王子駅,5.0,23
78973145,https://suumo.jp/ms/chuko/tokyo/sc_koto/nc_78973145/,3100.0,3DK,60.72,1977,8.0,14.0,東京都江東区南砂４-12-10 [ ■ 周辺環境 ],南砂町駅,9.0,24
20089255,https://suumo.jp/ms/chuko/tokyo/sc_meguro/nc_20089255/,3000.0,1DK,32.21,1968,7.0,17.0,東京都目黒区青葉台４ [ ■ 周辺環境 ],神泉駅,7.0,24
79046921,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79046921/,3100.0,2DK,44.69,1981,10.0,10.0,東京都練馬区石神井町３-25-21 [ ■ 周辺環境 ],石神井公園駅,1.0,22
79118427,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_79118427/,3080.0,２DK,49.41,1983,1.0,3.0,東京都練馬区東大泉４ [ ■ 周辺環境 ],大泉学園駅,4.0,22
79156789,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_79156789/,3180.0,1DK,31.09,1972,7.0,7.0,東京都大田区田園調布２-36-2 [ ■ 周辺環境 ],田園調布駅,8.0,25
20060915,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_20060915/,3080.0,1LDK,32.93,1967,1.0,5.0,東京都世田谷区下馬４ [ ■ 周辺環境 ],祐天寺駅,13.0,23
20354084,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_20354084/,2999.0,1LDK,37.87,1979,8.0,8.0,東京都品川区西五反田２-26-4 [ ■ 周辺環境 ],五反田駅,4.0,34
79096503,https://suumo.jp/ms/chuko/tokyo/sc_shinagawa/nc_79096503/,2999.0,1LDK,37.87,1979,8.0,8.0,東京都品川区西五反田２ [ ■ 周辺環境 ],五反田駅,4.0,22
20323930,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_20323930/,2999.0,1LDK,33.48,1972,4.0,1.0,東京都新宿区上落合２-10-6 [ ■ 周辺環境 ],中井駅,4.0,32
77279002,https://suumo.jp/ms/chuko/tokyo/sc_shinjuku/nc_77279002/,3080.0,2LDK,45.98,1964,4.0,7.0,東京都新宿区西落合２-7-25 [ ■ 周辺環境 ],落合南長崎駅,8.0,22
20295487,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20295487/,2999.0,1LDK,38.5,1973,13.0,13.0,東京都杉並区和泉４ [ ■ 周辺環境 ],方南町駅,3.0,32
20324041,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20324041/,3180.0,2LDK,60.5,1971,8.0,11.0,東京都杉並区下高井戸２-10-21 [ ■ 周辺環境 ],桜上水駅,7.0,29
20324061,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20324061/,2999.0,1LDK,38.5,1973,13.0,13.0,東京都杉並区和泉４-42-37 [ ■ 周辺環境 ],方南町駅,3.0,33
20324151,https://suumo.jp/ms/chuko/tokyo/sc_suginami/nc_20324151/,3180.0,1DK,30.24,1985,4.0,1.0,東京都杉並区桃井２-2-2 [ ■ 周辺環境 ],荻窪駅,14.0,34
78619646,https://suumo.jp/ms/chuko/tokyo/sc_toshima/nc_78619646/,3180.0,1DK,37.8,1982,3.0,11.0,東京都豊島区巣鴨３ [ ■ 周辺環境 ],巣鴨駅,6.0,26
20092259,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20092259/,3199.0,3LDK,62.72,1995,1.0,8.0,東京都足立区西新井５ [ ■ 周辺環境 ],大師前駅,11.0,25
20289450,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_20289450/,3280.0,3DK,54.59,1988,3.0,5.0,東京都足立区六木１ [ ■ 周辺環境 ],北綾瀬駅,20.0,28
79161644,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_79161644/,3199.0,3LDK,58.08,1995,1.0,8.0,東京都足立区西新井５ [ ■ 周辺環境 ],大師前駅,11.0,24
79212032,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_79212032/,3199.0,3LDK,62.72,1995,1.0,8.0,東京都足立区西新井５ [ ■ 周辺環境 ],大師前駅,11.0,35
79228659,https://suumo.jp/ms/chuko/tokyo/sc_adachi/nc_79228659/,3199.0,3LDK,62.72,1995,1.0,8.0,東京都足立区西新井５-16-14 [ ■ 周辺環境 ],大師前駅,11.0,20
20347655,https://suumo.jp/ms/chuko/tokyo/sc_arakawa/nc_20347655/,3190.0,1LDK,39.7,1978,12.0,12.0,東京都荒川区南千住５ [ ■ 周辺環境 ],三ノ輪駅,6.0,24
78701466,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_78701466/,3280.0,2LDK,57.17,1990,4.0,1.0,東京都江戸川区北小岩２ [ ■ 周辺環境 ],京成小岩駅,3.0,28
20033825,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20033825/,3190.0,2LDK,48.6,1974,9.0,10.0,東京都板橋区栄町 [ ■ 周辺環境 ],中板橋駅,7.0,27
20315406,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_20315406/,3280.0,2DK,45.92,1983,6.0,6.0,東京都板橋区若木１ [ ■ 周辺環境 ],上板橋駅,8.0,27
78640682,https://suumo.jp/ms/chuko/tokyo/sc_itabashi/nc_78640682/,3190.0,2LDK,48.6,1974,9.0,10.0,東京都板橋区栄町 [ ■ 周辺環境 ],中板橋駅,7.0,23
20348963,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_20348963/,3230.0,3LDK,56.7,1995,11.0,13.0,東京都葛飾区立石２ [ ■ 周辺環境 ],京成立石駅,12.0,32
79014779,https://suumo.jp/ms/chuko/tokyo/sc_katsushika/nc_79014779/,3280.0,2LDK,51.84,1984,3.0,5.0,東京都葛飾区柴又１-39-10 [ ■ 周辺環境 ],柴又駅,5.0,24
20265262,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_20265262/,3280.0,2DK,45.12,1978,4.0,7.0,東京都北区赤羽１ [ ■ 周辺環境 ],赤羽駅,5.0,23
20324065,https://suumo.jp/ms/chuko/tokyo/sc_kita/nc_20324065/,3280.0,2DK,45.12,1978,4.0,7.0,東京都北区赤羽１-42-11 [ ■ 周辺環境 ],赤羽駅,5.0,32
20221057,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_20221057/,3200.0,3LDK,82.88,1975,2.0,3.0,東京都練馬区関町北４-33-31 [ ■ 周辺環境 ],武蔵関駅,8.0,24
78652418,https://suumo.jp/ms/chuko/tokyo/sc_nerima/nc_78652418/,3190.0,1LDK,35.64,1983,1.0,1.0,東京都練馬区桜台１-24-21 [ ■ 周辺環境 ],新桜台駅,2.0,30
20023414,https://suumo.jp/ms/chuko/tokyo/sc_ota/nc_20023414/,3190.0,1LDK,40.25,1979,5.0,9.0,東京都大田区蒲田１ [ ■ 周辺環境 ],蒲田駅,11.0,28
