source,source_id,url,price_man_yen,layout,area_sqm,year_built,floor_number,floors_total,address,nearest_station,walk_minutes,interior_image_count
suumo,20353971,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_20353971/,4499,2LDK,,1971,3,8,東京都文京区湯島１-9-10,御茶ノ水駅,5,59
suumo,78151350,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78151350/,1800,1DK,,1977,5,5,東京都文京区小石川５,茗荷谷駅,9,21
suumo,78607812,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78607812/,3099,1LDK,,1976,8,9,東京都文京区音羽１-21-9,護国寺駅,5,16
suumo,78726281,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78726281/,4150,1LDK,,1970,6,12,東京都文京区千駄木３-1-17,千駄木駅,2,29
suumo,78794359,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_78794359/,4199,1LDK,,1978,6,8,東京都文京区春日２,飯田橋駅,8,52
suumo,79156735,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79156735/,4280,1LDK,,1978,3,1,東京都文京区千石１,千石駅,1,71
suumo,79202567,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79202567/,4980,2LDK,,1974,7,11,東京都文京区大塚４,新大塚駅,1,69
suumo,79229450,https://suumo.jp/ms/chuko/tokyo/sc_bunkyo/nc_79229450/,4499,2LDK,,1971,3,8,東京都文京区湯島１,御茶ノ水駅,5,61
suumo,20294137,https://suumo.jp/ms/chuko/tokyo/sc_chiyoda/nc_20294137/,3280,1K,,1982,7,8,東京都千代田区二番町11-9,麹町駅,2,27
suumo,78975896,https://suumo.jp/ms/chuko/tokyo/sc_chiyoda/nc_78975896/,13490,2LDK,,1998,10,12,東京都千代田区神田三崎町３,水道橋駅,3,5
suumo,20330740,https://suumo.jp/ms/chuko/tokyo/sc_chofu/nc_20330740/,3480,2LDK,,1973,7,1,東京都調布市小島町２,調布駅,5,0
suumo,20165524,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20165524/,9699,1LDK,40.5,2005,6,13,東京都中央区東日本橋３,東日本橋駅,2,0
suumo,20184196,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20184196/,4250,1LDK,42.74,1980,5,10,東京都中央区日本橋浜町１,浜町駅,4,38
suumo,20203594,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20203594/,21500,2LDK,,2013,46,2,東京都中央区晴海２,勝どき駅,11,0
suumo,20210818,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20210818/,4780,1LDK,,1978,6,10,東京都中央区新川１,茅場町駅,8,7
suumo,20271576,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20271576/,10500,2LDK,,2014,6,13,東京都中央区勝どき４,勝どき駅,2,16
suumo,20282276,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20282276/,5180,1LDK,,1983,2,9,東京都中央区日本橋小網町16-18,人形町駅,3,15
suumo,20316128,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20316128/,14990,2LDK,,1999,4,10,東京都中央区日本橋人形町２,人形町駅,3,5
suumo,20319892,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20319892/,4250,1LDK,,1980,5,1,東京都中央区日本橋浜町１-10-8,浜町駅,7,18
suumo,20329058,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20329058/,12990,2LDK,,2000,8,1,東京都中央区日本橋人形町２-12-5,人形町駅,2,0
suumo,20353941,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_20353941/,3799,1LDK,,1980,3,8,東京都中央区日本橋堀留町１-6-3,人形町駅,4,62
suumo,76955051,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_76955051/,3799,1LDK,,1980,3,8,東京都中央区日本橋堀留町１,人形町駅,4,33
suumo,77493063,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_77493063/,31900,3LDK,,2023,46,3,東京都中央区勝どき４,勝どき駅,2,14
suumo,77656873,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_77656873/,3799,1LDK,39.4,1980,3,8,東京都中央区日本橋堀留町１,人形町駅,4,47
suumo,78472210,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78472210/,11399,2LDK,,2002,7,1,東京都中央区佃２,月島駅,1,19
suumo,78501037,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78501037/,3680,1K,,2006,2,10,東京都中央区新川２,八丁堀駅,3,37
suumo,78666932,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78666932/,4250,1LDK,,1980,5,1,東京都中央区日本橋浜町１,浜町駅,4,43
suumo,78725525,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_78725525/,4280,2DK,,1979,1,9,東京都中央区日本橋中洲,水天宮前駅,5,27
suumo,79006821,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_79006821/,15800,2LDK,,2025,39,1,東京都中央区晴海５,晴海BRTターミナル駅,3,18
suumo,79191629,https://suumo.jp/ms/chuko/tokyo/sc_chuo/nc_79191629/,18800,2LDK,,2008,44,2,東京都中央区勝どき６,勝どき駅,7,16
suumo,20010556,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_20010556/,4799,4LDK,,1987,3,7,東京都江戸川区東小松川３,船堀駅,14,4
suumo,20036221,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_20036221/,4580,3LDK,,2009,2,7,東京都江戸川区松江４,船堀駅,16,37
suumo,20059710,https://suumo.jp/ms/chuko/tokyo/sc_edogawa/nc_20059710/,4280,2LDK,,1979,5,7,東京都江戸川区西葛西３,西葛西駅,5,1
